36.0,50.155,65.0
37.0,50.415,68.0
36.0,50.925,68.0
39.0,50.785,68.0
35.0,51.77,68.0
36.0,51.385,68.0
39.0,52.27,68.0
35.0,51.19,68.0
40.0,52.085,68.0
41.0,55.255,69.0
51.0,60.805,70.0
52.0,62.32,72.0
52.0,63.05,74.0
53.0,65.3,77.0
53.0,65.05,78.0
56.0,66.625,79.0
56.0,67.11,80.0
56.0,67.845,80.0
58.0,67.85,81.0
57.0,69.475,82.0
57.0,69.62,82.0
60.0,69.955,83.0
59.0,72.28,86.0
38.0,62.485,86.0
60.0,77.03,88.0
62.0,78.075,88.0
61.0,79.125,89.0
64.0,79.435,89.0
60.0,79.905,89.0
65.0,80.605,89.0
63.0,80.67,89.0
66.0,81.605,90.0
63.0,82.77,91.0
66.0,83.655,92.0
64.0,84.37,93.0
67.0,85.645,93.0
68.0,85.865,93.0
71.0,86.37,93.0
66.0,86.425,93.0
70.0,86.93,93.0
69.0,87.56,95.0
73.0,88.945,96.0
73.0,89.905,97.0
75.0,90.76,98.0
77.0,90.89,98.0
77.0,91.115,98.0
73.0,91.11,98.0
75.0,91.33,99.0
72.0,92.235,99.0
74.0,92.425,99.0
77.0,92.44,99.0
73.0,92.63,99.0
78.0,92.68,99.0
78.0,92.83,99.0
78.0,92.815,99.0
78.0,92.825,99.0
77.0,92.845,99.0
79.0,92.98,99.0
79.0,93.0,99.0
77.0,93.05,99.0
78.0,93.185,99.0
77.0,93.145,99.0
77.0,93.1,99.0
75.0,93.135,99.0
86.0,95.075,99.0
86.0,95.69,99.0
86.0,95.695,99.0
88.0,95.81,99.0
82.0,94.845,99.0
87.0,96.29,99.0
87.0,96.33,99.0
87.0,96.435,99.0
86.0,96.575,99.0
87.0,97.405,100.0
87.0,97.475,100.0
88.0,97.48,100.0
88.0,97.41,100.0
87.0,97.395,100.0
89.0,97.405,100.0
87.0,97.39,100.0
89.0,97.425,100.0
89.0,97.545,100.0
88.0,97.51,100.0
91.0,97.705,100.0
90.0,97.69,100.0
90.0,97.67,100.0
88.0,97.61,100.0
90.0,97.585,100.0
88.0,97.51,100.0
88.0,97.57,100.0
87.0,97.715,100.0
90.0,97.77,100.0
87.0,97.75,100.0
87.0,97.695,100.0
89.0,97.77,100.0
91.0,97.775,100.0
87.0,97.77,100.0
90.0,97.785,100.0
88.0,97.715,100.0
90.0,97.66,100.0
89.0,97.59,100.0
87.0,97.555,100.0
89.0,97.545,100.0
85.0,97.435,100.0
90.0,98.105,100.0
90.0,98.1,100.0
88.0,98.135,100.0
89.0,98.215,100.0
89.0,98.2,100.0
87.0,98.21,100.0
88.0,98.215,100.0
87.0,98.305,100.0
91.0,98.345,100.0
90.0,98.355,100.0
90.0,98.325,100.0
90.0,98.36,100.0
91.0,98.4,100.0
89.0,98.375,100.0
91.0,98.44,100.0
89.0,98.345,100.0
90.0,98.385,100.0
91.0,98.39,100.0
90.0,98.375,100.0
91.0,98.375,100.0
90.0,98.275,100.0
